0.0, -9.753160057031858, 0.0
0.0, -9.507659280168072, 0.0
0.0, -9.268338103668512, 0.0
0.0, -9.035040978287467, 0.0
0.0, -8.807616270172844, 0.0
0.0, -8.585916162310207, 0.0
0.0, -8.369796558447591, 0.0
0.0, -8.159116989438656, 0.0
0.0, -7.953740521943338, 0.0
0.0, -7.753533669426632, 0.0
0.0, -7.558366305397647, 0.0
0.0, -7.368111578832559, 0.0
0.0, -7.1826458317264965, 0.0
0.0, -7.001848518720757, 0.0
0.0, -6.825602128753112, 0.0
0.0, -6.6537921086803005, 0.0
0.0, -6.4863067888230335, 0.0
0.0, -6.323037310385143, 0.0
0.0, -6.163877554699696, 0.0
0.0, -6.008724074256096, 0.0
0.0, -5.857476025463296, 0.0
0.0, -5.710035103105478, 0.0
0.0, -5.56630547644759, 0.0
0.0, -5.426193726949152, 0.0
0.0, -5.289608787545954, 0.0
0.0, -5.15646188346006, 0.0
0.0, -5.026666474499738, 0.0
0.0, -4.900138198811792, 0.0
0.0, -4.776794818049692, 0.0
0.0, -4.656556163921935, 0.0
0.0, -4.539344086085844, 0.0
0.0, -4.425082401352946, 0.0
0.0, -4.313696844172927, 0.0
0.0, -4.205115018363993, 0.0
0.0, -4.099266350058217, 0.0
0.0, -3.9960820418313396, 0.0
0.0, -3.8954950279871774, 0.0
0.0, -3.7974399309675864, 0.0
0.0, -3.7018530188596555, 0.0
0.0, -3.6086721639724906, 0.0
